ArticleId,Text,Category
712,indian cricket team arrives sri lanka play trination tournament,sports
713,slvsban sri lanka cruise comfortable run victory series win,sports
714,fifa world cup trophy colombo display,sports
715,chandika hathurusingha appointed slc head coach,sports
716,sri lanka sense chance newlook india side,sports
717,football real madrid cristiano ronaldo win ballon dor award fifth time,sports
718,ioc ban russia winter olympics,sports
719,three sri lankan cricketer fall ill due polluted air india,sports
720,federer walk semifinal atp world tour final defeating zverev,sports
721,badminton world federation imposes ban sl badminton association,sports
722,cristiano ronaldo beat lionel messi fifa best male player award,sports
723,icc initiate investigation sl alleged corruption sport,sports
724,sanath jayasuriya slc selection committee member hand letter resignation,sports
725,cricket india beat sri lanka inning run,sports
726,niroshan dickwella fined allegedly violating icc code,sports
727,usain bolt begin farewell one last victory jamaica,sports
728,sangakkara retire first class cricket,sports
729,royal college win first leg bradby shield,sports
730,roger federer score th career title,sports
731,bayern munich point clear bundesliga,sports
732,lasith malinga join sl team australian tour,sports
733,m dhoni step odi captain,sports
734,sri lankas track field pride joy susanthika jayasinghe hospitalised,sports
735,barcelona hit copa del rey match hercules,sports
736,maria sharapova return competitive tennis face monica puig puerto rico,sports
737,cristiano ronaldo win ballon dor fourth time,sports
738,sri lanka emerge victorious trination odi series,sports
739,world murray perfect start atp world tour final,sports
740,upul tharanga named skipper series zimbabwe,sports
741,sri lanka formula one,sports
742,sl win gold medal weightlifting junior commonwealth game,sports
743,international olympic committee president speaks tokyo olympics,sports
744,forty second jaffna national sport festival record stellar performance,sports
745,liverpool make comeback defeat swansea,sports
746,barcelona v atletico madrid end deadlock,sports
747,sl win firstever paralympic medal,sports
748,serena williams set grand slam record,sports
749,kumar sangakkara sparkling century see surrey squeeze semi final,sports
750,brazil take germany olympic football final,sports
751,sri lanka highly vulnerable tightening financing condition globally moody,business
752,fixed ce tax tea export,business
753,anomaly sri lankas national debt,business
754,local canned fish producer request increase price,business
755,sri lanka end gross official reserve billion,business
756,sri lankas large state bank short fresh capital fitch rating,business
757,sri lanka among vulnerable economy moody,business
758,current status sri lankan rupee,business
759,sri lankan rupee hit new low u,business
760,srilankan airline hot water wet lease,business
761,north south korean gymnast pose olympic selfie,sports
762,sri lanka bowl australia anxious nd day conclusion,sports
763,rio olympics set begin,sports
764,sl win malaysian leg u asian rugby championship,sports
765,university moratuwa win best newcomer award formula student,sports
766,muttiah muralitharan inducted icc hall fame,sports
767,neymar looking rio gold,sports
768,barcelona agree sign deal andre gomes valencia,sports
769,misbah becomes oldest test centurion year,sports
770,four new national record th national game concludes,sports
771,president gotabaya rajapaksa meet saudi arabian ambassador,politics
772,slpp party leader meeting discus new government,politics
773,slfp begin party reform electoral organiser,politics
774,mp request rw hand party leadership,politics
775,unp provide leadership presidential campaign tissa attanayake,politics
776,vijith wijayamuni zoysa accused supporting unp,politics
777,unp leader ranil wickremesinghe speaks election,politics
778,body former pm jayaratne brought parliament final respect,politics
779,unf party leader want sajith opposition leader,politics
780,commotion sirikotha unp supporter outraged entrance sirikotha remains closed,politics
781,next cancer diagnosis,health
782,dealing stone pouch,health
783,homoeopathy cure dengue strengthening immune system,health
784,getting rid hypertension,health
785,facing dilemma diabetes,health
786,let check cause progeria,health
787,protect wart,health
788,lifestyle change control myopia,health
789,sugarfree food cheat u,health
790,danger hot tea,health
791,science trump force create reallife lightsaber,technology
792,sri lankan scientist win best doctoral thesis award biomechanics high profile international,technology
793,microsoft ceo ballmer bid emotional farewell wall street,technology
794,adobe sell mighty digital pen,technology
795,apple iphone fingerprint scanner get plaudit early review,technology
796,microsoft give bing makeover,technology
797,twitter take first step toward going public,technology
798,real reason apple bit chip make sense,technology
798,virtusa win asia best employer award,technology
798,internet company new effort disclose nsa request,technology
